artifact_name,project_name,metric_name,sample_date,amount
docs,third-web,GITHUB_active_developers_monthly,2022-07-01,7
blog,third-web,GITHUB_active_developers_monthly,2022-07-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2022-09-01,1
michelson-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-02-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2022-06-01,2
redstone-oracle-monitoring,redstone-finance,GITHUB_active_developers_monthly,2022-06-01,1
algo,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
github-action,third-web,GITHUB_active_developers_monthly,2022-06-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-06-01,4
mcircuit,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
nftpacks-contracts,third-web,GITHUB_active_developers_monthly,2022-02-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,3
redstone-evm-connector,redstone-finance,GITHUB_active_developers_monthly,2022-02-01,3
linuxevents,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
michelson-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,1
widgets,third-web,GITHUB_active_developers_monthly,2022-06-01,1
mishegos,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2022-06-01,1
nrc-721-sdk,rather_labs,GITHUB_active_developers_monthly,2022-02-01,2
examples,third-web,GITHUB_active_developers_monthly,2022-06-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-06-01,1
contracts,third-web,GITHUB_active_developers_monthly,2022-09-01,4
weggli-native,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
python-project-template,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,2
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-09-01,2
sholva,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
ozdefender-autotask,third-web,GITHUB_active_developers_monthly,2022-09-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2022-09-01,5
dylint,trailofbits,GITHUB_active_developers_monthly,2022-09-01,2
elrond-multisig,runtimeverification,GITHUB_active_developers_monthly,2022-06-01,1
go-sdk,third-web,GITHUB_active_developers_monthly,2022-06-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,2
manticore,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2022-06-01,1
typescript-sdk,third-web,GITHUB_active_developers_monthly,2022-06-01,5
examples,third-web,GITHUB_active_developers_monthly,2022-09-01,1
michelson-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,1
graphtage,trailofbits,GITHUB_active_developers_monthly,2022-02-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,3
lens-score-validator,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,3
mishegos,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
pyth-js,pyth-network,GITHUB_active_developers_monthly,2022-11-01,2
contracts,third-web,GITHUB_active_developers_monthly,2022-07-01,4
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,1
rv-nix-tools,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,1
docs,third-web,GITHUB_active_developers_monthly,2022-11-01,5
fairblock.github.io,fairblock,GITHUB_active_developers_monthly,2022-07-01,1
go-sdk,third-web,GITHUB_active_developers_monthly,2022-11-01,1
pyth-sdk-solidity,pyth-network,GITHUB_active_developers_monthly,2022-11-01,1
algorand-verification,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2022-07-01,4
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-07-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,1
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-05-01,1
maat,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
manticore,trailofbits,GITHUB_active_developers_monthly,2022-09-01,2
docs,third-web,GITHUB_active_developers_monthly,2022-06-01,5
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-09-01,1
pyth-sdk-solidity,pyth-network,GITHUB_active_developers_monthly,2022-06-01,1
chain-icons,third-web,GITHUB_active_developers_monthly,2022-06-01,1
governance-ui,pyth-network,GITHUB_active_developers_monthly,2022-06-01,1
redstone-evm-connector,redstone-finance,GITHUB_active_developers_monthly,2022-09-01,1
protofuzz,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
polyfile,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-06-01,2
mttn,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
ebpfpub,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2022-06-01,1
docs,third-web,GITHUB_active_developers_monthly,2022-08-01,6
avm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,1
pyk,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,4
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2022-08-01,2
python-sdk,third-web,GITHUB_active_developers_monthly,2022-05-01,2
contracts,third-web,GITHUB_active_developers_monthly,2022-05-01,3
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2022-05-01,1
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,2
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,3
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-02-01,1
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-06-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,3
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-06-01,2
.github,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,4
react,third-web,GITHUB_active_developers_monthly,2022-02-01,1
polyfile,trailofbits,GITHUB_active_developers_monthly,2022-02-01,1
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-02-01,2
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-02-01,2
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
coinbase-kyd-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,2
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2022-07-01,2
redstone-near-connectors,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
coinbase-kyd-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,1
js-client,redstone-finance,GITHUB_active_developers_monthly,2022-02-01,1
redstone-tron-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
cast2gif,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,2
typescript-sdk,third-web,GITHUB_active_developers_monthly,2022-07-01,5
chain-icons,third-web,GITHUB_active_developers_monthly,2022-12-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2022-02-01,2
chain-icons,third-web,GITHUB_active_developers_monthly,2022-02-01,1
go-config,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,1
club-irl,third-web,GITHUB_active_developers_monthly,2022-11-01,2
dashboard,third-web,GITHUB_active_developers_monthly,2022-07-01,6
giskard-verification,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,1
thirdweb-cli,third-web,GITHUB_active_developers_monthly,2022-05-01,4
maat,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
go-sdk,third-web,GITHUB_active_developers_monthly,2022-08-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-09-01,2
thirdweb-cli,third-web,GITHUB_active_developers_monthly,2022-06-01,3
empirehacking.nyc,trailofbits,GITHUB_active_developers_monthly,2022-02-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-06-01,1
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2022-09-01,2
python-sdk,third-web,GITHUB_active_developers_monthly,2022-09-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2022-09-01,5
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-09-01,2
manticoreui,trailofbits,GITHUB_active_developers_monthly,2022-06-01,3
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2022-02-01,2
hotpotatoserver,third-web,GITHUB_active_developers_monthly,2022-02-01,3
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-11-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,4
pe-parse,trailofbits,GITHUB_active_developers_monthly,2022-07-01,1
pegoat,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
manticore,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
algo,trailofbits,GITHUB_active_developers_monthly,2022-07-01,1
manticoreui,trailofbits,GITHUB_active_developers_monthly,2022-07-01,3
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2022-07-01,2
fickling,trailofbits,GITHUB_active_developers_monthly,2022-09-01,2
typescript-sdk,third-web,GITHUB_active_developers_monthly,2022-02-01,2
dylint,trailofbits,GITHUB_active_developers_monthly,2022-02-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2022-09-01,2
dylint,trailofbits,GITHUB_active_developers_monthly,2022-06-01,2
manticore,trailofbits,GITHUB_active_developers_monthly,2022-02-01,3
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2022-09-01,3
contracts,third-web,GITHUB_active_developers_monthly,2022-06-01,3
widgets,third-web,GITHUB_active_developers_monthly,2022-09-01,2
deepstate,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
redstone-evm-connector-examples,redstone-finance,GITHUB_active_developers_monthly,2022-06-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-06-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,2
blog,third-web,GITHUB_active_developers_monthly,2022-06-01,1
redstone-evm-connector,redstone-finance,GITHUB_active_developers_monthly,2022-06-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-02-01,2
redstone-api,redstone-finance,GITHUB_active_developers_monthly,2022-02-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2022-02-01,1
pyth-client-py,pyth-network,GITHUB_active_developers_monthly,2022-02-01,2
pyth-sdk-solidity,pyth-network,GITHUB_active_developers_monthly,2022-09-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,6
pyth-sdk-solidity,pyth-network,GITHUB_active_developers_monthly,2022-08-01,1
typescript-sdk,third-web,GITHUB_active_developers_monthly,2022-05-01,4
k,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,3
elrond-multisig,runtimeverification,GITHUB_active_developers_monthly,2022-05-01,1
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2022-08-01,1
redstone-custom-urls-manifest-updater,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2022-02-01,2
unity-webgl-sdk,third-web,GITHUB_active_developers_monthly,2022-11-01,1
audit-reports,pyth-network,GITHUB_active_developers_monthly,2022-11-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2022-11-01,4
pack-protocol-subgraph,third-web,GITHUB_active_developers_monthly,2022-02-01,1
polyfile,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
privacyraven,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
examples,third-web,GITHUB_active_developers_monthly,2022-11-01,2
audit-reports,pyth-network,GITHUB_active_developers_monthly,2022-07-01,1
buildspace-dao-starter,third-web,GITHUB_active_developers_monthly,2022-11-01,1
siderophile,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
react,third-web,GITHUB_active_developers_monthly,2022-07-01,4
k,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,6
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2022-07-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,2
.github,trailofbits,GITHUB_active_developers_monthly,2022-07-01,1
docs,third-web,GITHUB_active_developers_monthly,2022-05-01,6
dylint,trailofbits,GITHUB_active_developers_monthly,2022-05-01,2
contracts,third-web,GITHUB_active_developers_monthly,2022-12-01,3
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-05-01,2
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-08-01,4
circomspect,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-11-01,2
redstone-custom-urls-manifest-updater,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
reverie,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
pyth-client-py,pyth-network,GITHUB_active_developers_monthly,2022-07-01,2
widgets,third-web,GITHUB_active_developers_monthly,2022-07-01,1
michelson-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-05-01,2
ebpfpub,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
.github,third-web,GITHUB_active_developers_monthly,2022-08-01,1
react,third-web,GITHUB_active_developers_monthly,2022-08-01,3
redstone-rust-sdk,redstone-finance,GITHUB_active_developers_monthly,2022-10-01,1
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,3
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
contracts,third-web,GITHUB_active_developers_monthly,2022-04-01,4
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2022-05-01,1
cb-multios,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
redstone-vrf-oracle-node,redstone-finance,GITHUB_active_developers_monthly,2022-05-01,1
mcircuit,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
curl-fuzzer,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
btfparse,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
go-sdk,third-web,GITHUB_active_developers_monthly,2022-12-01,1
mishegos,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
delegable-token,wakeuplabs,GITHUB_active_developers_monthly,2022-08-01,1
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-03-01,2
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
docs,third-web,GITHUB_active_developers_monthly,2022-12-01,3
k,runtimeverification,GITHUB_active_developers_monthly,2022-12-01,2
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-12-01,2
vast,trailofbits,GITHUB_active_developers_monthly,2022-12-01,2
zkdocs,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
redstone-evm-connector-examples,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,1
pyth-neon,pyth-network,GITHUB_active_developers_monthly,2022-05-01,2
manticore,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,1
redstone-evm-connector-examples,redstone-finance,GITHUB_active_developers_monthly,2022-02-01,1
niftyswap.gg,third-web,GITHUB_active_developers_monthly,2022-02-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,3
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2022-07-01,2
blockchain-challenge-utils,rather_labs,GITHUB_active_developers_monthly,2022-07-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2022-07-01,4
thirdweb-cli,third-web,GITHUB_active_developers_monthly,2022-07-01,4
redstone-evm-connector-examples,redstone-finance,GITHUB_active_developers_monthly,2022-07-01,1
redstone-custom-urls-manifest-updater,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,5
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2022-12-01,6
club-irl,third-web,GITHUB_active_developers_monthly,2022-12-01,1
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,1
redstone-oracle-monitoring,redstone-finance,GITHUB_active_developers_monthly,2022-05-01,2
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-05-01,2
go-sdk,third-web,GITHUB_active_developers_monthly,2022-05-01,3
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-05-01,2
mishegos,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
